"iso3","name","period","value","source"
"BRN","BRUNEI DARUSSALAM","1985",NA,"cred"
"BTN","BHUTAN","1985",1,"cred"
"BWA","BOTSWANA","1985",NA,"cred"
"CAF","CENTRAL AFRICAN REPUBLIC","1985",NA,"cred"
"CAN","CANADA","1985",3,"cred"
"CHE","SWITZERLAND","1985",3,"cred"
"CHL","CHILE","1985",1,"cred"
"CHN","CHINA","1985",24,"cred"
"CIV","COTE D'IVOIRE","1985",NA,"cred"
"CMR","CAMEROON","1985",NA,"cred"
"COD","CONGO, THE DRC","1985",NA,"cred"
"COG","CONGO","1985",NA,"cred"
"COK","COOK ISLANDS","1985",NA,"cred"
"COL","COLOMBIA","1985",2,"cred"
"COM","COMOROS","1985",1,"cred"
"CPV","CAPE VERDE","1985",NA,"cred"
"CRI","COSTA RICA","1985",NA,"cred"
"CUB","CUBA","1985",2,"cred"
"CYM","CAYMAN ISLANDS","1985",NA,"cred"
"CYP","CYPRUS","1985",NA,"cred"
"CZE","CZECH REPUBLIC","1985",NA,"cred"
"DEU","GERMANY","1985",NA,"cred"
"DJI","DJIBOUTI","1985",NA,"cred"
"DMA","DOMINICA","1985",NA,"cred"
"DNK","DENMARK","1985",1,"cred"
"DOM","DOMINICAN REPUBLIC","1985",1,"cred"
"DZA","ALGERIA","1985",2,"cred"
"ECU","ECUADOR","1985",1,"cred"
"EGY","EGYPT","1985",1,"cred"
"ERI","ERITREA","1985",NA,"cred"
"ESP","SPAIN","1985",5,"cred"
"EST","ESTONIA","1985",NA,"cred"
"ETH","Ethiopia","1985",4,"cred"
"FIN","FINLAND","1985",NA,"cred"
"FJI","FIJI","1985",3,"cred"
"FRA","FRANCE","1985",7,"cred"
"FSM","MICRONESIA, FEDERATED STATES OF","1985",NA,"cred"
"GAB","GABON","1985",NA,"cred"
"GBR","UNITED KINGDOM","1985",5,"cred"
"GEO","GEORGIA","1985",NA,"cred"
"GHA","GHANA","1985",1,"cred"
"GIN","GUINEA","1985",NA,"cred"
"GLP","GUADELOUPE","1985",NA,"cred"
"GMB","GAMBIA","1985",NA,"cred"
"GNB","GUINEA-BISSAU","1985",NA,"cred"
"GNQ","EQUATORIAL GUINEA","1985",NA,"cred"
"GRC","GREECE","1985",3,"cred"
"GRD","GRENADA","1985",NA,"cred"
"GTM","GUATEMALA","1985",1,"cred"
"GUF","FRENCH GUIANA","1985",NA,"cred"
"GUM","GUAM","1985",NA,"cred"
"GUY","GUYANA","1985",NA,"cred"
"HKG","HONG KONG","1985",4,"cred"
"HND","HONDURAS","1985",1,"cred"
"HRV","CROATIA (local name: Hrvatska)","1985",NA,"cred"
"HTI","HAITI","1985",NA,"cred"
"HUN","HUNGARY","1985",NA,"cred"
"IDN","INDONESIA","1985",6,"cred"
"IND","INDIA","1985",21,"cred"
"IRL","IRELAND","1985",1,"cred"
"IRN","IRAN (ISLAMIC REPUBLIC OF)","1985",1,"cred"
"IRQ","IRAQ","1985",NA,"cred"
"ISL","ICELAND","1985",NA,"cred"
"ISR","ISRAEL","1985",1,"cred"
"ITA","ITALY","1985",3,"cred"
"JAM","JAMAICA","1985",1,"cred"
"JOR","JORDAN","1985",NA,"cred"
"JPN","JAPAN","1985",4,"cred"
"KAZ","KAZAKHSTAN","1985",NA,"cred"
"KEN","KENYA","1985",NA,"cred"
"KGZ","KYRGYZSTAN","1985",NA,"cred"
"KHM","CAMBODIA","1985",NA,"cred"
"KIR","KIRIBATI","1985",NA,"cred"
"KNA","SAINT KITTS AND NEVIS","1985",NA,"cred"
"KOR","KOREA, REPUBLIC OF","1985",2,"cred"
"KWT","KUWAIT","1985",NA,"cred"
"LAO","LAOS ","1985",1,"cred"
"LBN","LEBANON","1985",NA,"cred"
"LBR","LIBERIA","1985",NA,"cred"
"LBY","LIBYAN ARAB JAMAHIRIYA","1985",NA,"cred"
"LCA","SAINT LUCIA","1985",NA,"cred"
"LKA","SRI LANKA","1985",1,"cred"
"LSO","LESOTHO","1985",1,"cred"
"LTU","LITHUANIA","1985",NA,"cred"
"LUX","LUXEMBURG","1985",NA,"cred"
"LVA","LATVIA","1985",NA,"cred"
"MAC","MACAU","1985",NA,"cred"
"MAR","MOROCCO","1985",NA,"cred"
"MDA","MOLDOVA, REPUBLIC OF","1985",NA,"cred"
"MDG","MADAGASCAR","1985",NA,"cred"
"MDV","MALDIVES","1985",NA,"cred"
"MEX","MEXICO","1985",3,"cred"
"MHL","MARSHALL ISLANDS","1985",NA,"cred"
"MKD","MACEDONIA","1985",NA,"cred"
"MLI","MALI","1985",2,"cred"
"MLT","MALTA","1985",NA,"cred"
"MMR","MYANMAR (Burma) ","1985",1,"cred"
"MNE","MONTENEGRO","1985",NA,"cred"
"MNG","MONGOLIA","1985",NA,"cred"
"MNP","NORTHERN MARIANA ISLANDS","1985",NA,"cred"
"MOZ","MOZAMBIQUE","1985",4,"cred"
"MRT","MAURITANIA","1985",2,"cred"
"MSR","MONTSERRAT","1985",NA,"cred"
"MTQ","MARTINIQUE","1985",NA,"cred"
"MUS","MAURITIUS","1985",1,"cred"
"MWI","MALAWI","1985",NA,"cred"
"MYS","MALAYSIA","1985",NA,"cred"
"MYT","MAYOTTE","1985",NA,"cred"
"NAM","NAMIBIA","1985",NA,"cred"
"NCL","NEW CALEDONIA","1985",NA,"cred"
"NER","NIGER","1985",NA,"cred"
"NGA","NIGERIA","1985",1,"cred"
"NIC","NICARAGUA","1985",NA,"cred"
"NIU","NIUE","1985",NA,"cred"
"NLD","NETHERLANDS","1985",1,"cred"
"NOR","NORWAY","1985",NA,"cred"
"NPL","NEPAL","1985",1,"cred"
"NZL","NEW ZEALAND","1985",2,"cred"
"OMN","OMAN","1985",NA,"cred"
"PAK","PAKISTAN","1985",1,"cred"
"PAN","PANAMA","1985",NA,"cred"
"PER","PERU","1985",6,"cred"
"PHL","PHILIPPINES","1985",11,"cred"
"PLW","PALAU","1985",NA,"cred"
"PNG","PAPUA NEW GUINEA","1985",1,"cred"
"POL","POLAND","1985",NA,"cred"
"PRI","PUERTO RICO","1985",2,"cred"
"PRK","KOREA, D.P.R.O.","1985",NA,"cred"
"PRT","PORTUGAL","1985",3,"cred"
"PRY","PARAGUAY","1985",NA,"cred"
"PSE","""State of Palestine""","1985",NA,"cred"
"PYF","FRENCH POLYNESIA","1985",NA,"cred"
"QAT","QATAR","1985",NA,"cred"
"REU","REUNION","1985",NA,"cred"
"ROU","Romania","1985",NA,"cred"
"RUS","RUSSIA","1985",NA,"cred"
"RWA","RWANDA","1985",NA,"cred"
"SAU","SAUDI ARABIA","1985",1,"cred"
"SDN","SUDAN","1985",NA,"cred"
"SEN","SENEGAL","1985",2,"cred"
"SGP","SINGAPORE","1985",NA,"cred"
"SHN","ST. HELENA","1985",NA,"cred"
"SLB","SOLOMON ISLANDS","1985",1,"cred"
"SLE","SIERRA LEONE","1985",1,"cred"
"SLV","EL SALVADOR","1985",NA,"cred"
"SOM","SOMALIA","1985",2,"cred"
"SRB","SERBIA","1985",NA,"cred"
"SSD","SOUTH SUDAN","1985",NA,"cred"
"STP","SAO TOME AND PRINCIPE","1985",NA,"cred"
"SUR","SURINAME","1985",NA,"cred"
"SVK","SLOVAKIA (Slovak Republic)","1985",NA,"cred"
"SVN","SLOVENIA","1985",NA,"cred"
"SWE","SWEDEN","1985",1,"cred"
"SWZ","SWAZILAND","1985",NA,"cred"
"SYC","SEYCHELLES","1985",NA,"cred"
"SYR","SYRIAN ARAB REPUBLIC","1985",NA,"cred"
"TCA","TURKS AND CAICOS ISLANDS","1985",1,"cred"
"TCD","CHAD","1985",1,"cred"
"TGO","TOGO","1985",NA,"cred"
"THA","THAILAND","1985",1,"cred"
"TJK","TAJIKISTAN","1985",NA,"cred"
"TKL","TOKELAU","1985",NA,"cred"
"TKM","TURKMENISTAN","1985",NA,"cred"
"TLS","EAST TIMOR","1985",NA,"cred"
"TON","TONGA","1985",NA,"cred"
"TTO","TRINIDAD AND TOBAGO","1985",NA,"cred"
"TUN","TUNISIA","1985",NA,"cred"
"TUR","TURKEY","1985",6,"cred"
"TUV","TUVALU","1985",NA,"cred"
"TZA","TANZANIA, UNITED REPUBLIC OF","1985",1,"cred"
"UGA","UGANDA","1985",NA,"cred"
"UKR","UKRAINE","1985",NA,"cred"
"URY","URUGUAY","1985",NA,"cred"
"USA","UNITED STATES","1985",18,"cred"
"UZB","UZBEKISTAN","1985",NA,"cred"
"VCT","SAINT VINCENT AND THE GRENADINES","1985",NA,"cred"
"VEN","VENEZUELA","1985",1,"cred"
"VGB","VIRGIN ISLANDS (BRITISH)","1985",NA,"cred"
"VIR","VIRGIN ISLANDS (U.S.)","1985",NA,"cred"
"VNM","VIET NAM","1985",2,"cred"
"VUT","VANUATU","1985",2,"cred"
"WLF","WALLIS AND FUTUNA ISLANDS","1985",NA,"cred"
"WSM","SAMOA","1985",NA,"cred"
"YEM","YEMEN","1985",NA,"cred"
"ZAF","SOUTH AFRICA","1985",NA,"cred"
"ZMB","ZAMBIA","1985",NA,"cred"
"ZWE","ZIMBABWE","1985",NA,"cred"
"AFG","AFGHANISTAN","1984",1,"cred"
"AGO","ANGOLA","1984",NA,"cred"
"AIA","ANGUILLA","1984",1,"cred"
"ALB","ALBANIA","1984",NA,"cred"
"ARE","UNITED ARAB EMIRATES","1984",NA,"cred"
"ARG","ARGENTINA","1984",1,"cred"
"ARM","ARMENIA","1984",NA,"cred"
"ASM","AMERICAN SAMOA","1984",NA,"cred"
"ATG","ANTIGUA AND BARBUDA","1984",NA,"cred"
"AUS","AUSTRALIA","1984",1,"cred"
"AUT","AUSTRIA","1984",2,"cred"
"AZE","AZERBAIJAN","1984",NA,"cred"
"BDI","BURUNDI","1984",NA,"cred"
"BEL","BELGIUM","1984",2,"cred"
"BEN","BENIN","1984",1,"cred"
"BFA","BURKINA FASO","1984",2,"cred"
"BGD","BANGLADESH","1984",4,"cred"
"BGR","BULGARIA","1984",1,"cred"
"BHR","BAHRAIN","1984",NA,"cred"
"BHS","BAHAMAS","1984",NA,"cred"
"BIH","BOSNIA AND HERZEGOWINA","1984",NA,"cred"
"BLR","BELARUS","1984",NA,"cred"
"BLZ","BELIZE","1984",NA,"cred"
"BMU","BERMUDA","1984",NA,"cred"
"BOL","BOLIVIA","1984",1,"cred"
"BRA","BRAZIL","1984",10,"cred"
"BRB","BARBADOS","1984",1,"cred"
"BRN","BRUNEI DARUSSALAM","1984",NA,"cred"
"BTN","BHUTAN","1984",NA,"cred"
"BWA","BOTSWANA","1984",NA,"cred"
"CAF","CENTRAL AFRICAN REPUBLIC","1984",NA,"cred"
"CAN","CANADA","1984",1,"cred"
"CHE","SWITZERLAND","1984",2,"cred"
"CHL","CHILE","1984",2,"cred"
"CHN","CHINA","1984",6,"cred"
"CIV","COTE D'IVOIRE","1984",NA,"cred"
"CMR","CAMEROON","1984",1,"cred"
"COD","CONGO, THE DRC","1984",NA,"cred"
"COG","CONGO","1984",NA,"cred"
"COK","COOK ISLANDS","1984",NA,"cred"
"COL","COLOMBIA","1984",1,"cred"
"COM","COMOROS","1984",NA,"cred"
"CPV","CAPE VERDE","1984",1,"cred"
"CRI","COSTA RICA","1984",1,"cred"
"CUB","CUBA","1984",NA,"cred"
"CYM","CAYMAN ISLANDS","1984",NA,"cred"
"CYP","CYPRUS","1984",NA,"cred"
"CZE","CZECH REPUBLIC","1984",NA,"cred"
"DEU","GERMANY","1984",NA,"cred"
"DJI","DJIBOUTI","1984",NA,"cred"
"DMA","DOMINICA","1984",1,"cred"
"DNK","DENMARK","1984",1,"cred"
"DOM","DOMINICAN REPUBLIC","1984",NA,"cred"
"DZA","ALGERIA","1984",1,"cred"
"ECU","ECUADOR","1984",1,"cred"
"EGY","EGYPT","1984",3,"cred"
"ERI","ERITREA","1984",NA,"cred"
"ESP","SPAIN","1984",3,"cred"
"EST","ESTONIA","1984",NA,"cred"
"ETH","Ethiopia","1984",NA,"cred"
"FIN","FINLAND","1984",NA,"cred"
"FJI","FIJI","1984",NA,"cred"
"FRA","FRANCE","1984",5,"cred"
"FSM","MICRONESIA, FEDERATED STATES OF","1984",NA,"cred"
"GAB","GABON","1984",NA,"cred"
"GBR","UNITED KINGDOM","1984",6,"cred"
"GEO","GEORGIA","1984",NA,"cred"
"GHA","GHANA","1984",2,"cred"
"GIN","GUINEA","1984",NA,"cred"
"GLP","GUADELOUPE","1984",NA,"cred"
"GMB","GAMBIA","1984",NA,"cred"
"GNB","GUINEA-BISSAU","1984",NA,"cred"
"GNQ","EQUATORIAL GUINEA","1984",NA,"cred"
"GRC","GREECE","1984",2,"cred"
"GRD","GRENADA","1984",NA,"cred"
"GTM","GUATEMALA","1984",1,"cred"
"GUF","FRENCH GUIANA","1984",NA,"cred"
"GUM","GUAM","1984",NA,"cred"
"GUY","GUYANA","1984",NA,"cred"
"HKG","HONG KONG","1984",2,"cred"
"HND","HONDURAS","1984",1,"cred"
"HRV","CROATIA (local name: Hrvatska)","1984",NA,"cred"
"HTI","HAITI","1984",NA,"cred"
"HUN","HUNGARY","1984",1,"cred"
"IDN","INDONESIA","1984",11,"cred"
"IND","INDIA","1984",23,"cred"
"IRL","IRELAND","1984",NA,"cred"
"IRN","IRAN (ISLAMIC REPUBLIC OF)","1984",NA,"cred"
"IRQ","IRAQ","1984",NA,"cred"
"ISL","ICELAND","1984",1,"cred"
"ISR","ISRAEL","1984",NA,"cred"
"ITA","ITALY","1984",6,"cred"
"JAM","JAMAICA","1984",NA,"cred"
"JOR","JORDAN","1984",NA,"cred"
"JPN","JAPAN","1984",3,"cred"
"KAZ","KAZAKHSTAN","1984",NA,"cred"
"KEN","KENYA","1984",NA,"cred"
"KGZ","KYRGYZSTAN","1984",NA,"cred"
"KHM","CAMBODIA","1984",NA,"cred"
"KIR","KIRIBATI","1984",NA,"cred"
"KNA","SAINT KITTS AND NEVIS","1984",1,"cred"
"KOR","KOREA, REPUBLIC OF","1984",3,"cred"
"KWT","KUWAIT","1984",NA,"cred"
"LAO","LAOS ","1984",1,"cred"
"LBN","LEBANON","1984",NA,"cred"
"LBR","LIBERIA","1984",NA,"cred"
"LBY","LIBYAN ARAB JAMAHIRIYA","1984",NA,"cred"
"LCA","SAINT LUCIA","1984",NA,"cred"
"LKA","SRI LANKA","1984",4,"cred"
"LSO","LESOTHO","1984",NA,"cred"
"LTU","LITHUANIA","1984",NA,"cred"
"LUX","LUXEMBURG","1984",NA,"cred"
"LVA","LATVIA","1984",NA,"cred"
"MAC","MACAU","1984",NA,"cred"
"MAR","MOROCCO","1984",1,"cred"
"MDA","MOLDOVA, REPUBLIC OF","1984",NA,"cred"
"MDG","MADAGASCAR","1984",2,"cred"
"MDV","MALDIVES","1984",NA,"cred"
"MEX","MEXICO","1984",4,"cred"
"MHL","MARSHALL ISLANDS","1984",NA,"cred"
"MKD","MACEDONIA","1984",NA,"cred"
"MLI","MALI","1984",1,"cred"
"MLT","MALTA","1984",NA,"cred"
"MMR","MYANMAR (Burma) ","1984",1,"cred"
"MNE","MONTENEGRO","1984",NA,"cred"
"MNG","MONGOLIA","1984",NA,"cred"
"MNP","NORTHERN MARIANA ISLANDS","1984",NA,"cred"
"MOZ","MOZAMBIQUE","1984",1,"cred"
"MRT","MAURITANIA","1984",1,"cred"
"MSR","MONTSERRAT","1984",NA,"cred"
"MTQ","MARTINIQUE","1984",NA,"cred"
"MUS","MAURITIUS","1984",1,"cred"
"MWI","MALAWI","1984",NA,"cred"
"MYS","MALAYSIA","1984",1,"cred"
"MYT","MAYOTTE","1984",NA,"cred"
"NAM","NAMIBIA","1984",NA,"cred"
"NCL","NEW CALEDONIA","1984",NA,"cred"
"NER","NIGER","1984",1,"cred"
"NGA","NIGERIA","1984",1,"cred"
"NIC","NICARAGUA","1984",NA,"cred"
"NIU","NIUE","1984",NA,"cred"
"NLD","NETHERLANDS","1984",1,"cred"
"NOR","NORWAY","1984",NA,"cred"
"NPL","NEPAL","1984",2,"cred"
"NZL","NEW ZEALAND","1984",1,"cred"
"OMN","OMAN","1984",NA,"cred"
"PAK","PAKISTAN","1984",4,"cred"
"PAN","PANAMA","1984",1,"cred"
"PER","PERU","1984",3,"cred"
"PHL","PHILIPPINES","1984",9,"cred"
"PLW","PALAU","1984",NA,"cred"
"PNG","PAPUA NEW GUINEA","1984",NA,"cred"
"POL","POLAND","1984",NA,"cred"
"PRI","PUERTO RICO","1984",NA,"cred"
"PRK","KOREA, D.P.R.O.","1984",NA,"cred"
"PRT","PORTUGAL","1984",NA,"cred"
"PRY","PARAGUAY","1984",NA,"cred"
"PSE","""State of Palestine""","1984",NA,"cred"
"PYF","FRENCH POLYNESIA","1984",NA,"cred"
"QAT","QATAR","1984",NA,"cred"
"REU","REUNION","1984",1,"cred"
"ROU","Romania","1984",1,"cred"
"RUS","RUSSIA","1984",NA,"cred"
"RWA","RWANDA","1984",1,"cred"
"SAU","SAUDI ARABIA","1984",NA,"cred"
"SDN","SUDAN","1984",NA,"cred"
"SEN","SENEGAL","1984",1,"cred"
"SGP","SINGAPORE","1984",NA,"cred"
"SHN","ST. HELENA","1984",NA,"cred"
"SLB","SOLOMON ISLANDS","1984",NA,"cred"
"SLE","SIERRA LEONE","1984",1,"cred"
"SLV","EL SALVADOR","1984",NA,"cred"
"SOM","SOMALIA","1984",NA,"cred"
"SRB","SERBIA","1984",NA,"cred"
"SSD","SOUTH SUDAN","1984",NA,"cred"
"STP","SAO TOME AND PRINCIPE","1984",NA,"cred"
"SUR","SURINAME","1984",NA,"cred"
"SVK","SLOVAKIA (Slovak Republic)","1984",NA,"cred"
"SVN","SLOVENIA","1984",NA,"cred"
"SWE","SWEDEN","1984",NA,"cred"
"SWZ","SWAZILAND","1984",2,"cred"
"SYC","SEYCHELLES","1984",NA,"cred"
"SYR","SYRIAN ARAB REPUBLIC","1984",NA,"cred"
"TCA","TURKS AND CAICOS ISLANDS","1984",NA,"cred"
"TCD","CHAD","1984",NA,"cred"
"TGO","TOGO","1984",NA,"cred"
"THA","THAILAND","1984",2,"cred"
"TJK","TAJIKISTAN","1984",NA,"cred"
"TKL","TOKELAU","1984",NA,"cred"
"TKM","TURKMENISTAN","1984",NA,"cred"
"TLS","EAST TIMOR","1984",NA,"cred"
"TON","TONGA","1984",NA,"cred"
"TTO","TRINIDAD AND TOBAGO","1984",NA,"cred"
"TUN","TUNISIA","1984",NA,"cred"
"TUR","TURKEY","1984",3,"cred"
"TUV","TUVALU","1984",1,"cred"
"TZA","TANZANIA, UNITED REPUBLIC OF","1984",2,"cred"
"UGA","UGANDA","1984",NA,"cred"
"UKR","UKRAINE","1984",NA,"cred"
"URY","URUGUAY","1984",NA,"cred"
"USA","UNITED STATES","1984",17,"cred"
"UZB","UZBEKISTAN","1984",NA,"cred"
"VCT","SAINT VINCENT AND THE GRENADINES","1984",NA,"cred"
"VEN","VENEZUELA","1984",NA,"cred"
"VGB","VIRGIN ISLANDS (BRITISH)","1984",NA,"cred"
"VIR","VIRGIN ISLANDS (U.S.)","1984",NA,"cred"
"VNM","VIET NAM","1984",3,"cred"
"VUT","VANUATU","1984",NA,"cred"
"WLF","WALLIS AND FUTUNA ISLANDS","1984",NA,"cred"
"WSM","SAMOA","1984",NA,"cred"
"YEM","YEMEN","1984",NA,"cred"
"ZAF","SOUTH AFRICA","1984",2,"cred"
"ZMB","ZAMBIA","1984",NA,"cred"
"ZWE","ZIMBABWE","1984",NA,"cred"
"AFG","AFGHANISTAN","1983",1,"cred"
"AGO","ANGOLA","1983",1,"cred"
"AIA","ANGUILLA","1983",2,"cred"
"ALB","ALBANIA","1983",NA,"cred"
"ARE","UNITED ARAB EMIRATES","1983",1,"cred"
"ARG","ARGENTINA","1983",2,"cred"
"ARM","ARMENIA","1983",NA,"cred"
"ASM","AMERICAN SAMOA","1983",NA,"cred"
"ATG","ANTIGUA AND BARBUDA","1983",1,"cred"
"AUS","AUSTRALIA","1983",4,"cred"
"AUT","AUSTRIA","1983",1,"cred"
"AZE","AZERBAIJAN","1983",NA,"cred"
"BDI","BURUNDI","1983",NA,"cred"
"BEL","BELGIUM","1983",1,"cred"
"BEN","BENIN","1983",NA,"cred"
"BFA","BURKINA FASO","1983",1,"cred"
"BGD","BANGLADESH","1983",10,"cred"
"BGR","BULGARIA","1983",1,"cred"
"BHR","BAHRAIN","1983",NA,"cred"
"BHS","BAHAMAS","1983",NA,"cred"
"BIH","BOSNIA AND HERZEGOWINA","1983",NA,"cred"
"BLR","BELARUS","1983",NA,"cred"
"BLZ","BELIZE","1983",NA,"cred"
"BMU","BERMUDA","1983",NA,"cred"
"BOL","BOLIVIA","1983",3,"cred"
"BRA","BRAZIL","1983",5,"cred"
"BRB","BARBADOS","1983",NA,"cred"
"BRN","BRUNEI DARUSSALAM","1983",NA,"cred"
"BTN","BHUTAN","1983",NA,"cred"
"BWA","BOTSWANA","1983",NA,"cred"
"CAF","CENTRAL AFRICAN REPUBLIC","1983",1,"cred"
"CAN","CANADA","1983",1,"cred"
"CHE","SWITZERLAND","1983",3,"cred"
"CHL","CHILE","1983",1,"cred"
"CHN","CHINA","1983",13,"cred"
"CIV","COTE D'IVOIRE","1983",NA,"cred"
"CMR","CAMEROON","1983",NA,"cred"
"COD","CONGO, THE DRC","1983",1,"cred"
"COG","CONGO","1983",1,"cred"
"COK","COOK ISLANDS","1983",NA,"cred"
"COL","COLOMBIA","1983",4,"cred"
"COM","COMOROS","1983",1,"cred"
"CPV","CAPE VERDE","1983",NA,"cred"
"CRI","COSTA RICA","1983",2,"cred"
"CUB","CUBA","1983",1,"cred"
"CYM","CAYMAN ISLANDS","1983",NA,"cred"
"CYP","CYPRUS","1983",1,"cred"
"CZE","CZECH REPUBLIC","1983",NA,"cred"
"DEU","GERMANY","1983",NA,"cred"
"DJI","DJIBOUTI","1983",1,"cred"
"DMA","DOMINICA","1983",NA,"cred"
"DNK","DENMARK","1983",1,"cred"
"DOM","DOMINICAN REPUBLIC","1983",1,"cred"
"DZA","ALGERIA","1983",NA,"cred"
"ECU","ECUADOR","1983",3,"cred"
"EGY","EGYPT","1983",1,"cred"
"ERI","ERITREA","1983",NA,"cred"
"ESP","SPAIN","1983",5,"cred"
"EST","ESTONIA","1983",NA,"cred"
"ETH","Ethiopia","1983",1,"cred"
"FIN","FINLAND","1983",NA,"cred"
"FJI","FIJI","1983",3,"cred"
"FRA","FRANCE","1983",9,"cred"
"FSM","MICRONESIA, FEDERATED STATES OF","1983",NA,"cred"
"GAB","GABON","1983",NA,"cred"
"GBR","UNITED KINGDOM","1983",1,"cred"
"GEO","GEORGIA","1983",NA,"cred"
"GHA","GHANA","1983",NA,"cred"
"GIN","GUINEA","1983",1,"cred"
"GLP","GUADELOUPE","1983",NA,"cred"
"GMB","GAMBIA","1983",NA,"cred"
"GNB","GUINEA-BISSAU","1983",NA,"cred"
"GNQ","EQUATORIAL GUINEA","1983",NA,"cred"
"GRC","GREECE","1983",2,"cred"
"GRD","GRENADA","1983",NA,"cred"
"GTM","GUATEMALA","1983",1,"cred"
"GUF","FRENCH GUIANA","1983",NA,"cred"
"GUM","GUAM","1983",NA,"cred"
"GUY","GUYANA","1983",NA,"cred"
"HKG","HONG KONG","1983",6,"cred"
"HND","HONDURAS","1983",NA,"cred"
"HRV","CROATIA (local name: Hrvatska)","1983",NA,"cred"
"HTI","HAITI","1983",NA,"cred"
"HUN","HUNGARY","1983",NA,"cred"
"IDN","INDONESIA","1983",10,"cred"
"IND","INDIA","1983",14,"cred"
"IRL","IRELAND","1983",1,"cred"
"IRN","IRAN (ISLAMIC REPUBLIC OF)","1983",2,"cred"
"IRQ","IRAQ","1983",NA,"cred"
"ISL","ICELAND","1983",2,"cred"
"ISR","ISRAEL","1983",2,"cred"
"ITA","ITALY","1983",5,"cred"
"JAM","JAMAICA","1983",NA,"cred"
"JOR","JORDAN","1983",NA,"cred"
"JPN","JAPAN","1983",7,"cred"
"KAZ","KAZAKHSTAN","1983",NA,"cred"
"KEN","KENYA","1983",1,"cred"
"KGZ","KYRGYZSTAN","1983",NA,"cred"
"KHM","CAMBODIA","1983",NA,"cred"
"KIR","KIRIBATI","1983",NA,"cred"
"KNA","SAINT KITTS AND NEVIS","1983",NA,"cred"
"KOR","KOREA, REPUBLIC OF","1983",NA,"cred"
"KWT","KUWAIT","1983",NA,"cred"
"LAO","LAOS ","1983",NA,"cred"
"LBN","LEBANON","1983",1,"cred"
"LBR","LIBERIA","1983",NA,"cred"
"LBY","LIBYAN ARAB JAMAHIRIYA","1983",NA,"cred"
"LCA","SAINT LUCIA","1983",1,"cred"
"LKA","SRI LANKA","1983",1,"cred"
"LSO","LESOTHO","1983",1,"cred"
"LTU","LITHUANIA","1983",NA,"cred"
"LUX","LUXEMBURG","1983",1,"cred"
"LVA","LATVIA","1983",NA,"cred"
"MAC","MACAU","1983",NA,"cred"
"MAR","MOROCCO","1983",1,"cred"
"MDA","MOLDOVA, REPUBLIC OF","1983",NA,"cred"
"MDG","MADAGASCAR","1983",1,"cred"
"MDV","MALDIVES","1983",NA,"cred"
"MEX","MEXICO","1983",5,"cred"
"MHL","MARSHALL ISLANDS","1983",NA,"cred"
"MKD","MACEDONIA","1983",NA,"cred"
"MLI","MALI","1983",NA,"cred"
"MLT","MALTA","1983",NA,"cred"
"MMR","MYANMAR (Burma) ","1983",1,"cred"
"MNE","MONTENEGRO","1983",NA,"cred"
"MNG","MONGOLIA","1983",NA,"cred"
"MNP","NORTHERN MARIANA ISLANDS","1983",NA,"cred"
"MOZ","MOZAMBIQUE","1983",1,"cred"
"MRT","MAURITANIA","1983",NA,"cred"
"MSR","MONTSERRAT","1983",NA,"cred"
"MTQ","MARTINIQUE","1983",NA,"cred"
"MUS","MAURITIUS","1983",1,"cred"
"MWI","MALAWI","1983",NA,"cred"
"MYS","MALAYSIA","1983",1,"cred"
"MYT","MAYOTTE","1983",NA,"cred"
"NAM","NAMIBIA","1983",NA,"cred"
"NCL","NEW CALEDONIA","1983",NA,"cred"
"NER","NIGER","1983",NA,"cred"
"NGA","NIGERIA","1983",2,"cred"
"NIC","NICARAGUA","1983",2,"cred"
"NIU","NIUE","1983",NA,"cred"
"NLD","NETHERLANDS","1983",NA,"cred"
"NOR","NORWAY","1983",NA,"cred"
"NPL","NEPAL","1983",2,"cred"
"NZL","NEW ZEALAND","1983",1,"cred"
"OMN","OMAN","1983",NA,"cred"
"PAK","PAKISTAN","1983",4,"cred"
"PAN","PANAMA","1983",1,"cred"
"PER","PERU","1983",5,"cred"
"PHL","PHILIPPINES","1983",14,"cred"
"PLW","PALAU","1983",NA,"cred"
"PNG","PAPUA NEW GUINEA","1983",4,"cred"
"POL","POLAND","1983",2,"cred"
"PRI","PUERTO RICO","1983",NA,"cred"
"PRK","KOREA, D.P.R.O.","1983",NA,"cred"
"PRT","PORTUGAL","1983",3,"cred"
"PRY","PARAGUAY","1983",2,"cred"
"PSE","""State of Palestine""","1983",1,"cred"
"PYF","FRENCH POLYNESIA","1983",2,"cred"
"QAT","QATAR","1983",NA,"cred"
"REU","REUNION","1983",NA,"cred"
"ROU","Romania","1983",1,"cred"
"RUS","RUSSIA","1983",NA,"cred"
"RWA","RWANDA","1983",NA,"cred"
"SAU","SAUDI ARABIA","1983",NA,"cred"
"SDN","SUDAN","1983",3,"cred"
"SEN","SENEGAL","1983",1,"cred"
"SGP","SINGAPORE","1983",NA,"cred"
"SHN","ST. HELENA","1983",NA,"cred"
"SLB","SOLOMON ISLANDS","1983",NA,"cred"
"SLE","SIERRA LEONE","1983",1,"cred"
"SLV","EL SALVADOR","1983",NA,"cred"
"SOM","SOMALIA","1983",1,"cred"
"SRB","SERBIA","1983",NA,"cred"
"SSD","SOUTH SUDAN","1983",NA,"cred"
"STP","SAO TOME AND PRINCIPE","1983",1,"cred"
