"iso3","name","period","value","source"
"COG","CONGO","2006",1,"rw"
"COL","COLOMBIA","2006",2,"rw"
"DJI","DJIBOUTI","2006",0,"rw"
"DOM","DOMINICAN REPUBLIC","2006",0,"rw"
"DZA","ALGERIA","2006",2,"rw"
"EGY","EGYPT","2006",0,"rw"
"ERI","ERITREA","2006",0,"rw"
"ETH","Ethiopia","2006",2,"rw"
"GIN","GUINEA","2006",1,"rw"
"GMB","GAMBIA","2006",0,"rw"
"GNB","GUINEA-BISSAU","2006",0,"rw"
"GTM","GUATEMALA","2006",0,"rw"
"HND","HONDURAS","2006",0,"rw"
"HTI","HAITI","2006",2,"rw"
"IDN","INDONESIA","2006",14,"rw"
"IRQ","IRAQ","2006",1,"rw"
"JAM","JAMAICA","2006",1,"rw"
"JOR","JORDAN","2006",0,"rw"
"KEN","KENYA","2006",1,"rw"
"KGZ","KYRGYZSTAN","2006",2,"rw"
"KHM","CAMBODIA","2006",1,"rw"
"LAO","LAOS ","2006",0,"rw"
"LBN","LEBANON","2006",0,"rw"
"LBR","LIBERIA","2006",0,"rw"
"LBY","LIBYAN ARAB JAMAHIRIYA","2006",0,"rw"
"LKA","SRI LANKA","2006",2,"rw"
"LSO","LESOTHO","2006",0,"rw"
"MDG","MADAGASCAR","2006",2,"rw"
"MLI","MALI","2006",0,"rw"
"MMR","MYANMAR (Burma) ","2006",1,"rw"
"MNG","MONGOLIA","2006",0,"rw"
"MOZ","MOZAMBIQUE","2006",1,"rw"
"MRT","MAURITANIA","2006",1,"rw"
"MWI","MALAWI","2006",1,"rw"
"NAM","NAMIBIA","2006",1,"rw"
"NER","NIGER","2006",1,"rw"
"NGA","NIGERIA","2006",0,"rw"
"NPL","NEPAL","2006",1,"rw"
"PAK","PAKISTAN","2006",1,"rw"
"PHL","PHILIPPINES","2006",8,"rw"
"PRK","KOREA, D.P.R.O.","2006",2,"rw"
"RWA","RWANDA","2006",0,"rw"
"SDN","SUDAN","2006",1,"rw"
"SEN","SENEGAL","2006",0,"rw"
"SLE","SIERRA LEONE","2006",0,"rw"
"SOM","SOMALIA","2006",0,"rw"
"SSD","SOUTH SUDAN","2006",0,"rw"
"SWZ","SWAZILAND","2006",1,"rw"
"SYR","SYRIAN ARAB REPUBLIC","2006",0,"rw"
"TCD","CHAD","2006",0,"rw"
"THA","THAILAND","2006",2,"rw"
"TJK","TAJIKISTAN","2006",2,"rw"
"TUN","TUNISIA","2006",0,"rw"
"TUR","TURKEY","2006",1,"rw"
"TZA","TANZANIA, UNITED REPUBLIC OF","2006",2,"rw"
"UGA","UGANDA","2006",1,"rw"
"UZB","UZBEKISTAN","2006",0,"rw"
"VUT","VANUATU","2006",1,"rw"
"YEM","YEMEN","2006",1,"rw"
"ZAF","SOUTH AFRICA","2006",0,"rw"
"ZMB","ZAMBIA","2006",0,"rw"
"ZWE","ZIMBABWE","2006",0,"rw"
"AFG","AFGHANISTAN","2005",6,"rw"
"BDI","BURUNDI","2005",1,"rw"
"BEN","BENIN","2005",0,"rw"
"BFA","BURKINA FASO","2005",0,"rw"
"BGD","BANGLADESH","2005",3,"rw"
"BOL","BOLIVIA","2005",1,"rw"
"BWA","BOTSWANA","2005",0,"rw"
"CAF","CENTRAL AFRICAN REPUBLIC","2005",1,"rw"
"CIV","COTE D'IVOIRE","2005",0,"rw"
"CMR","CAMEROON","2005",0,"rw"
"COD","CONGO, THE DRC","2005",1,"rw"
"COG","CONGO","2005",0,"rw"
"COL","COLOMBIA","2005",5,"rw"
"DJI","DJIBOUTI","2005",0,"rw"
"DOM","DOMINICAN REPUBLIC","2005",0,"rw"
"DZA","ALGERIA","2005",0,"rw"
"EGY","EGYPT","2005",0,"rw"
"ERI","ERITREA","2005",1,"rw"
"ETH","Ethiopia","2005",1,"rw"
"GIN","GUINEA","2005",0,"rw"
"GMB","GAMBIA","2005",1,"rw"
"GNB","GUINEA-BISSAU","2005",0,"rw"
"GTM","GUATEMALA","2005",2,"rw"
"HND","HONDURAS","2005",0,"rw"
"HTI","HAITI","2005",2,"rw"
"IDN","INDONESIA","2005",6,"rw"
"IRQ","IRAQ","2005",0,"rw"
"JAM","JAMAICA","2005",0,"rw"
"JOR","JORDAN","2005",0,"rw"
"KEN","KENYA","2005",0,"rw"
"KGZ","KYRGYZSTAN","2005",2,"rw"
"KHM","CAMBODIA","2005",0,"rw"
"LAO","LAOS ","2005",0,"rw"
"LBN","LEBANON","2005",0,"rw"
"LBR","LIBERIA","2005",0,"rw"
"LBY","LIBYAN ARAB JAMAHIRIYA","2005",0,"rw"
"LKA","SRI LANKA","2005",1,"rw"
"LSO","LESOTHO","2005",0,"rw"
"MDG","MADAGASCAR","2005",1,"rw"
"MLI","MALI","2005",0,"rw"
"MMR","MYANMAR (Burma) ","2005",1,"rw"
"MNG","MONGOLIA","2005",0,"rw"
"MOZ","MOZAMBIQUE","2005",0,"rw"
"MRT","MAURITANIA","2005",0,"rw"
"MWI","MALAWI","2005",0,"rw"
"NAM","NAMIBIA","2005",0,"rw"
"NER","NIGER","2005",0,"rw"
"NGA","NIGERIA","2005",1,"rw"
"NPL","NEPAL","2005",1,"rw"
"PAK","PAKISTAN","2005",1,"rw"
"PHL","PHILIPPINES","2005",1,"rw"
"PRK","KOREA, D.P.R.O.","2005",1,"rw"
"RWA","RWANDA","2005",0,"rw"
"SDN","SUDAN","2005",2,"rw"
"SEN","SENEGAL","2005",0,"rw"
"SLE","SIERRA LEONE","2005",1,"rw"
"SOM","SOMALIA","2005",1,"rw"
"SSD","SOUTH SUDAN","2005",0,"rw"
"SWZ","SWAZILAND","2005",1,"rw"
"SYR","SYRIAN ARAB REPUBLIC","2005",0,"rw"
"TCD","CHAD","2005",0,"rw"
"THA","THAILAND","2005",2,"rw"
"TJK","TAJIKISTAN","2005",2,"rw"
"TUN","TUNISIA","2005",0,"rw"
"TUR","TURKEY","2005",2,"rw"
"TZA","TANZANIA, UNITED REPUBLIC OF","2005",1,"rw"
"UGA","UGANDA","2005",0,"rw"
"UZB","UZBEKISTAN","2005",0,"rw"
"VUT","VANUATU","2005",1,"rw"
"YEM","YEMEN","2005",2,"rw"
"ZAF","SOUTH AFRICA","2005",1,"rw"
"ZMB","ZAMBIA","2005",0,"rw"
"ZWE","ZIMBABWE","2005",0,"rw"
"AFG","AFGHANISTAN","2004",3,"rw"
"BDI","BURUNDI","2004",0,"rw"
"BEN","BENIN","2004",0,"rw"
"BFA","BURKINA FASO","2004",0,"rw"
"BGD","BANGLADESH","2004",2,"rw"
"BOL","BOLIVIA","2004",2,"rw"
"BWA","BOTSWANA","2004",0,"rw"
"CAF","CENTRAL AFRICAN REPUBLIC","2004",1,"rw"
"CIV","COTE D'IVOIRE","2004",0,"rw"
"CMR","CAMEROON","2004",0,"rw"
"COD","CONGO, THE DRC","2004",0,"rw"
"COG","CONGO","2004",0,"rw"
"COL","COLOMBIA","2004",3,"rw"
"DJI","DJIBOUTI","2004",1,"rw"
"DOM","DOMINICAN REPUBLIC","2004",1,"rw"
"DZA","ALGERIA","2004",2,"rw"
"EGY","EGYPT","2004",0,"rw"
"ERI","ERITREA","2004",0,"rw"
"ETH","Ethiopia","2004",0,"rw"
"GIN","GUINEA","2004",0,"rw"
"GMB","GAMBIA","2004",1,"rw"
"GNB","GUINEA-BISSAU","2004",0,"rw"
"GTM","GUATEMALA","2004",0,"rw"
"HND","HONDURAS","2004",0,"rw"
"HTI","HAITI","2004",0,"rw"
"IDN","INDONESIA","2004",7,"rw"
"IRQ","IRAQ","2004",0,"rw"
"JAM","JAMAICA","2004",0,"rw"
"JOR","JORDAN","2004",0,"rw"
"KEN","KENYA","2004",1,"rw"
"KGZ","KYRGYZSTAN","2004",2,"rw"
"KHM","CAMBODIA","2004",0,"rw"
"LAO","LAOS ","2004",0,"rw"
"LBN","LEBANON","2004",0,"rw"
"LBR","LIBERIA","2004",0,"rw"
"LBY","LIBYAN ARAB JAMAHIRIYA","2004",0,"rw"
"LKA","SRI LANKA","2004",0,"rw"
"LSO","LESOTHO","2004",0,"rw"
"MDG","MADAGASCAR","2004",2,"rw"
"MLI","MALI","2004",0,"rw"
"MMR","MYANMAR (Burma) ","2004",1,"rw"
"MNG","MONGOLIA","2004",0,"rw"
"MOZ","MOZAMBIQUE","2004",1,"rw"
"MRT","MAURITANIA","2004",0,"rw"
"MWI","MALAWI","2004",0,"rw"
"NAM","NAMIBIA","2004",0,"rw"
"NER","NIGER","2004",0,"rw"
"NGA","NIGERIA","2004",0,"rw"
"NPL","NEPAL","2004",1,"rw"
"PAK","PAKISTAN","2004",1,"rw"
"PHL","PHILIPPINES","2004",2,"rw"
"PRK","KOREA, D.P.R.O.","2004",2,"rw"
"RWA","RWANDA","2004",0,"rw"
"SDN","SUDAN","2004",0,"rw"
"SEN","SENEGAL","2004",1,"rw"
"SLE","SIERRA LEONE","2004",0,"rw"
"SOM","SOMALIA","2004",0,"rw"
"SSD","SOUTH SUDAN","2004",0,"rw"
"SWZ","SWAZILAND","2004",0,"rw"
"SYR","SYRIAN ARAB REPUBLIC","2004",0,"rw"
"TCD","CHAD","2004",0,"rw"
"THA","THAILAND","2004",0,"rw"
"TJK","TAJIKISTAN","2004",1,"rw"
"TUN","TUNISIA","2004",0,"rw"
"TUR","TURKEY","2004",2,"rw"
"TZA","TANZANIA, UNITED REPUBLIC OF","2004",0,"rw"
"UGA","UGANDA","2004",0,"rw"
"UZB","UZBEKISTAN","2004",0,"rw"
"VUT","VANUATU","2004",1,"rw"
"YEM","YEMEN","2004",0,"rw"
"ZAF","SOUTH AFRICA","2004",0,"rw"
"ZMB","ZAMBIA","2004",2,"rw"
"ZWE","ZIMBABWE","2004",0,"rw"
"AFG","AFGHANISTAN","2003",2,"rw"
"BDI","BURUNDI","2003",0,"rw"
"BEN","BENIN","2003",0,"rw"
"BFA","BURKINA FASO","2003",1,"rw"
"BGD","BANGLADESH","2003",4,"rw"
"BOL","BOLIVIA","2003",2,"rw"
"BWA","BOTSWANA","2003",0,"rw"
"CAF","CENTRAL AFRICAN REPUBLIC","2003",0,"rw"
"CIV","COTE D'IVOIRE","2003",0,"rw"
"CMR","CAMEROON","2003",1,"rw"
"COD","CONGO, THE DRC","2003",2,"rw"
"COG","CONGO","2003",0,"rw"
"COL","COLOMBIA","2003",1,"rw"
"DJI","DJIBOUTI","2003",0,"rw"
"DOM","DOMINICAN REPUBLIC","2003",2,"rw"
"DZA","ALGERIA","2003",1,"rw"
"EGY","EGYPT","2003",0,"rw"
"ERI","ERITREA","2003",0,"rw"
"ETH","Ethiopia","2003",1,"rw"
"GIN","GUINEA","2003",0,"rw"
"GMB","GAMBIA","2003",1,"rw"
"GNB","GUINEA-BISSAU","2003",0,"rw"
"GTM","GUATEMALA","2003",1,"rw"
"HND","HONDURAS","2003",1,"rw"
"HTI","HAITI","2003",1,"rw"
"IDN","INDONESIA","2003",4,"rw"
"IRQ","IRAQ","2003",0,"rw"
"JAM","JAMAICA","2003",0,"rw"
"JOR","JORDAN","2003",0,"rw"
"KEN","KENYA","2003",0,"rw"
"KGZ","KYRGYZSTAN","2003",1,"rw"
"KHM","CAMBODIA","2003",0,"rw"
"LAO","LAOS ","2003",0,"rw"
"LBN","LEBANON","2003",0,"rw"
"LBR","LIBERIA","2003",0,"rw"
"LBY","LIBYAN ARAB JAMAHIRIYA","2003",0,"rw"
"LKA","SRI LANKA","2003",1,"rw"
"LSO","LESOTHO","2003",0,"rw"
"MDG","MADAGASCAR","2003",2,"rw"
"MLI","MALI","2003",0,"rw"
"MMR","MYANMAR (Burma) ","2003",0,"rw"
"MNG","MONGOLIA","2003",1,"rw"
"MOZ","MOZAMBIQUE","2003",2,"rw"
"MRT","MAURITANIA","2003",0,"rw"
"MWI","MALAWI","2003",1,"rw"
"NAM","NAMIBIA","2003",1,"rw"
"NER","NIGER","2003",0,"rw"
"NGA","NIGERIA","2003",1,"rw"
"NPL","NEPAL","2003",1,"rw"
"PAK","PAKISTAN","2003",3,"rw"
"PHL","PHILIPPINES","2003",4,"rw"
"PRK","KOREA, D.P.R.O.","2003",0,"rw"
"RWA","RWANDA","2003",0,"rw"
"SDN","SUDAN","2003",1,"rw"
"SEN","SENEGAL","2003",0,"rw"
"SLE","SIERRA LEONE","2003",0,"rw"
"SOM","SOMALIA","2003",0,"rw"
"SSD","SOUTH SUDAN","2003",0,"rw"
"SWZ","SWAZILAND","2003",0,"rw"
"SYR","SYRIAN ARAB REPUBLIC","2003",0,"rw"
"TCD","CHAD","2003",0,"rw"
"THA","THAILAND","2003",0,"rw"
"TJK","TAJIKISTAN","2003",1,"rw"
"TUN","TUNISIA","2003",1,"rw"
"TUR","TURKEY","2003",2,"rw"
"TZA","TANZANIA, UNITED REPUBLIC OF","2003",0,"rw"
"UGA","UGANDA","2003",0,"rw"
"UZB","UZBEKISTAN","2003",0,"rw"
"VUT","VANUATU","2003",1,"rw"
"YEM","YEMEN","2003",0,"rw"
"ZAF","SOUTH AFRICA","2003",0,"rw"
"ZMB","ZAMBIA","2003",0,"rw"
"ZWE","ZIMBABWE","2003",0,"rw"
"AFG","AFGHANISTAN","2002",5,"rw"
"BDI","BURUNDI","2002",0,"rw"
"BEN","BENIN","2002",0,"rw"
"BFA","BURKINA FASO","2002",0,"rw"
"BGD","BANGLADESH","2002",4,"rw"
"BOL","BOLIVIA","2002",3,"rw"
"BWA","BOTSWANA","2002",0,"rw"
"CAF","CENTRAL AFRICAN REPUBLIC","2002",0,"rw"
"CIV","COTE D'IVOIRE","2002",0,"rw"
"CMR","CAMEROON","2002",0,"rw"
"COD","CONGO, THE DRC","2002",1,"rw"
"COG","CONGO","2002",0,"rw"
"COL","COLOMBIA","2002",1,"rw"
"DJI","DJIBOUTI","2002",1,"rw"
"DOM","DOMINICAN REPUBLIC","2002",0,"rw"
"DZA","ALGERIA","2002",1,"rw"
"EGY","EGYPT","2002",0,"rw"
"ERI","ERITREA","2002",0,"rw"
"ETH","Ethiopia","2002",1,"rw"
"GIN","GUINEA","2002",0,"rw"
"GMB","GAMBIA","2002",0,"rw"
"GNB","GUINEA-BISSAU","2002",0,"rw"
"GTM","GUATEMALA","2002",2,"rw"
"HND","HONDURAS","2002",1,"rw"
"HTI","HAITI","2002",1,"rw"
"IDN","INDONESIA","2002",3,"rw"
"IRQ","IRAQ","2002",0,"rw"
"JAM","JAMAICA","2002",1,"rw"
"JOR","JORDAN","2002",0,"rw"
"KEN","KENYA","2002",1,"rw"
"KGZ","KYRGYZSTAN","2002",0,"rw"
"KHM","CAMBODIA","2002",3,"rw"
"LAO","LAOS ","2002",1,"rw"
"LBN","LEBANON","2002",0,"rw"
"LBR","LIBERIA","2002",0,"rw"
"LBY","LIBYAN ARAB JAMAHIRIYA","2002",0,"rw"
"LKA","SRI LANKA","2002",2,"rw"
"LSO","LESOTHO","2002",0,"rw"
"MDG","MADAGASCAR","2002",3,"rw"
"MLI","MALI","2002",0,"rw"
"MMR","MYANMAR (Burma) ","2002",0,"rw"
"MNG","MONGOLIA","2002",1,"rw"
"MOZ","MOZAMBIQUE","2002",0,"rw"
"MRT","MAURITANIA","2002",1,"rw"
"MWI","MALAWI","2002",0,"rw"
"NAM","NAMIBIA","2002",0,"rw"
"NER","NIGER","2002",0,"rw"
"NGA","NIGERIA","2002",1,"rw"
"NPL","NEPAL","2002",1,"rw"
"PAK","PAKISTAN","2002",2,"rw"
"PHL","PHILIPPINES","2002",1,"rw"
"PRK","KOREA, D.P.R.O.","2002",3,"rw"
"RWA","RWANDA","2002",0,"rw"
"SDN","SUDAN","2002",0,"rw"
"SEN","SENEGAL","2002",1,"rw"
"SLE","SIERRA LEONE","2002",0,"rw"
"SOM","SOMALIA","2002",0,"rw"
"SSD","SOUTH SUDAN","2002",0,"rw"
"SWZ","SWAZILAND","2002",0,"rw"
"SYR","SYRIAN ARAB REPUBLIC","2002",1,"rw"
"TCD","CHAD","2002",0,"rw"
"THA","THAILAND","2002",1,"rw"
"TJK","TAJIKISTAN","2002",1,"rw"
"TUN","TUNISIA","2002",0,"rw"
"TUR","TURKEY","2002",1,"rw"
"TZA","TANZANIA, UNITED REPUBLIC OF","2002",0,"rw"
"UGA","UGANDA","2002",0,"rw"
"UZB","UZBEKISTAN","2002",0,"rw"
"VUT","VANUATU","2002",2,"rw"
"YEM","YEMEN","2002",0,"rw"
"ZAF","SOUTH AFRICA","2002",0,"rw"
"ZMB","ZAMBIA","2002",0,"rw"
"ZWE","ZIMBABWE","2002",0,"rw"
"AFG","AFGHANISTAN","2001",4,"rw"
"BDI","BURUNDI","2001",0,"rw"
"BEN","BENIN","2001",0,"rw"
"BFA","BURKINA FASO","2001",0,"rw"
"BGD","BANGLADESH","2001",0,"rw"
"BOL","BOLIVIA","2001",1,"rw"
"BWA","BOTSWANA","2001",1,"rw"
"CAF","CENTRAL AFRICAN REPUBLIC","2001",0,"rw"
"CIV","COTE D'IVOIRE","2001",0,"rw"
"CMR","CAMEROON","2001",0,"rw"
"COD","CONGO, THE DRC","2001",1,"rw"
"COG","CONGO","2001",0,"rw"
"COL","COLOMBIA","2001",0,"rw"
"DJI","DJIBOUTI","2001",0,"rw"
"DOM","DOMINICAN REPUBLIC","2001",0,"rw"
"DZA","ALGERIA","2001",1,"rw"
"EGY","EGYPT","2001",0,"rw"
"ERI","ERITREA","2001",0,"rw"
"ETH","Ethiopia","2001",0,"rw"
"GIN","GUINEA","2001",1,"rw"
"GMB","GAMBIA","2001",0,"rw"
"GNB","GUINEA-BISSAU","2001",0,"rw"
"GTM","GUATEMALA","2001",0,"rw"
"HND","HONDURAS","2001",0,"rw"
"HTI","HAITI","2001",0,"rw"
"IDN","INDONESIA","2001",3,"rw"
"IRQ","IRAQ","2001",0,"rw"
"JAM","JAMAICA","2001",0,"rw"
"JOR","JORDAN","2001",0,"rw"
"KEN","KENYA","2001",0,"rw"
"KGZ","KYRGYZSTAN","2001",0,"rw"
"KHM","CAMBODIA","2001",1,"rw"
"LAO","LAOS ","2001",0,"rw"
"LBN","LEBANON","2001",0,"rw"
"LBR","LIBERIA","2001",0,"rw"
"LBY","LIBYAN ARAB JAMAHIRIYA","2001",0,"rw"
"LKA","SRI LANKA","2001",1,"rw"
"LSO","LESOTHO","2001",0,"rw"
"MDG","MADAGASCAR","2001",0,"rw"
"MLI","MALI","2001",1,"rw"
"MMR","MYANMAR (Burma) ","2001",0,"rw"
"MNG","MONGOLIA","2001",0,"rw"
"MOZ","MOZAMBIQUE","2001",1,"rw"
"MRT","MAURITANIA","2001",0,"rw"
"MWI","MALAWI","2001",2,"rw"
"NAM","NAMIBIA","2001",0,"rw"
"NER","NIGER","2001",0,"rw"
"NGA","NIGERIA","2001",0,"rw"
"NPL","NEPAL","2001",0,"rw"
"PAK","PAKISTAN","2001",3,"rw"
"PHL","PHILIPPINES","2001",3,"rw"
"PRK","KOREA, D.P.R.O.","2001",1,"rw"
"RWA","RWANDA","2001",0,"rw"
"SDN","SUDAN","2001",1,"rw"
"SEN","SENEGAL","2001",0,"rw"
"SLE","SIERRA LEONE","2001",0,"rw"
"SOM","SOMALIA","2001",0,"rw"
"SSD","SOUTH SUDAN","2001",0,"rw"
"SWZ","SWAZILAND","2001",0,"rw"
"SYR","SYRIAN ARAB REPUBLIC","2001",0,"rw"
"TCD","CHAD","2001",1,"rw"
"THA","THAILAND","2001",1,"rw"
"TJK","TAJIKISTAN","2001",1,"rw"
"TUN","TUNISIA","2001",0,"rw"
"TUR","TURKEY","2001",0,"rw"
"TZA","TANZANIA, UNITED REPUBLIC OF","2001",0,"rw"
"UGA","UGANDA","2001",0,"rw"
"UZB","UZBEKISTAN","2001",0,"rw"
"VUT","VANUATU","2001",2,"rw"
"YEM","YEMEN","2001",0,"rw"
"ZAF","SOUTH AFRICA","2001",0,"rw"
"ZMB","ZAMBIA","2001",0,"rw"
"ZWE","ZIMBABWE","2001",0,"rw"
"AFG","AFGHANISTAN","2000",3,"rw"
"BDI","BURUNDI","2000",0,"rw"
"BEN","BENIN","2000",0,"rw"
"BFA","BURKINA FASO","2000",0,"rw"
"BGD","BANGLADESH","2000",4,"rw"
"BOL","BOLIVIA","2000",1,"rw"
"BWA","BOTSWANA","2000",2,"rw"
"CAF","CENTRAL AFRICAN REPUBLIC","2000",1,"rw"
"CIV","COTE D'IVOIRE","2000",0,"rw"
"CMR","CAMEROON","2000",0,"rw"
"COD","CONGO, THE DRC","2000",0,"rw"
"COG","CONGO","2000",0,"rw"
"COL","COLOMBIA","2000",1,"rw"
"DJI","DJIBOUTI","2000",0,"rw"
"DOM","DOMINICAN REPUBLIC","2000",0,"rw"
"DZA","ALGERIA","2000",0,"rw"
"EGY","EGYPT","2000",0,"rw"
"ERI","ERITREA","2000",0,"rw"
"ETH","Ethiopia","2000",1,"rw"
"GIN","GUINEA","2000",0,"rw"
"GMB","GAMBIA","2000",0,"rw"
"GNB","GUINEA-BISSAU","2000",0,"rw"
"GTM","GUATEMALA","2000",1,"rw"
"HND","HONDURAS","2000",0,"rw"
"HTI","HAITI","2000",0,"rw"
"IDN","INDONESIA","2000",5,"rw"
"IRQ","IRAQ","2000",0,"rw"
"JAM","JAMAICA","2000",0,"rw"
"JOR","JORDAN","2000",0,"rw"
"KEN","KENYA","2000",0,"rw"
"KGZ","KYRGYZSTAN","2000",0,"rw"
"KHM","CAMBODIA","2000",2,"rw"
"LAO","LAOS ","2000",1,"rw"
"LBN","LEBANON","2000",0,"rw"
"LBR","LIBERIA","2000",0,"rw"
"LBY","LIBYAN ARAB JAMAHIRIYA","2000",0,"rw"
"LKA","SRI LANKA","2000",1,"rw"
"LSO","LESOTHO","2000",0,"rw"
"MDG","MADAGASCAR","2000",3,"rw"
"MLI","MALI","2000",0,"rw"
"MMR","MYANMAR (Burma) ","2000",0,"rw"
"MNG","MONGOLIA","2000",2,"rw"
"MOZ","MOZAMBIQUE","2000",0,"rw"
"MRT","MAURITANIA","2000",0,"rw"
"MWI","MALAWI","2000",0,"rw"
"NAM","NAMIBIA","2000",0,"rw"
"NER","NIGER","2000",0,"rw"
"NGA","NIGERIA","2000",0,"rw"
"NPL","NEPAL","2000",1,"rw"
"PAK","PAKISTAN","2000",1,"rw"
"PHL","PHILIPPINES","2000",3,"rw"
"PRK","KOREA, D.P.R.O.","2000",1,"rw"
"RWA","RWANDA","2000",0,"rw"
"SDN","SUDAN","2000",0,"rw"
"SEN","SENEGAL","2000",0,"rw"
"SLE","SIERRA LEONE","2000",0,"rw"
"SOM","SOMALIA","2000",0,"rw"
"SSD","SOUTH SUDAN","2000",0,"rw"
"SWZ","SWAZILAND","2000",0,"rw"
"SYR","SYRIAN ARAB REPUBLIC","2000",0,"rw"
"TCD","CHAD","2000",0,"rw"
"THA","THAILAND","2000",0,"rw"
"TJK","TAJIKISTAN","2000",1,"rw"
"TUN","TUNISIA","2000",0,"rw"
"TUR","TURKEY","2000",0,"rw"
"TZA","TANZANIA, UNITED REPUBLIC OF","2000",1,"rw"
"UGA","UGANDA","2000",0,"rw"
"UZB","UZBEKISTAN","2000",0,"rw"
"VUT","VANUATU","2000",0,"rw"
"YEM","YEMEN","2000",0,"rw"
"ZAF","SOUTH AFRICA","2000",0,"rw"
"ZMB","ZAMBIA","2000",0,"rw"
"ZWE","ZIMBABWE","2000",0,"rw"
"AFG","AFGHANISTAN","2013",7,"cred"
"AGO","ANGOLA","2013",2,"cred"
"AIA","ANGUILLA","2013",NA,"cred"
"ALB","ALBANIA","2013",NA,"cred"
"ARE","UNITED ARAB EMIRATES","2013",1,"cred"
"ARG","ARGENTINA","2013",3,"cred"
"ARM","ARMENIA","2013",1,"cred"
"ASM","AMERICAN SAMOA","2013",NA,"cred"
"ATG","ANTIGUA AND BARBUDA","2013",NA,"cred"
"AUS","AUSTRALIA","2013",2,"cred"
"AUT","AUSTRIA","2013",1,"cred"
"AZE","AZERBAIJAN","2013",NA,"cred"
"BDI","BURUNDI","2013",NA,"cred"
"BEL","BELGIUM","2013",NA,"cred"
"BEN","BENIN","2013",3,"cred"
"BFA","BURKINA FASO","2013",NA,"cred"
"BGD","BANGLADESH","2013",5,"cred"
"BGR","BULGARIA","2013",NA,"cred"
"BHR","BAHRAIN","2013",1,"cred"
"BHS","BAHAMAS","2013",NA,"cred"
"BIH","BOSNIA AND HERZEGOWINA","2013",NA,"cred"
"BLR","BELARUS","2013",1,"cred"
"BLZ","BELIZE","2013",NA,"cred"
"BMU","BERMUDA","2013",NA,"cred"
"BOL","BOLIVIA","2013",4,"cred"
"BRA","BRAZIL","2013",4,"cred"
"BRB","BARBADOS","2013",NA,"cred"
"BRN","BRUNEI DARUSSALAM","2013",NA,"cred"
"BTN","BHUTAN","2013",NA,"cred"
"BWA","BOTSWANA","2013",1,"cred"
"CAF","CENTRAL AFRICAN REPUBLIC","2013",3,"cred"
"CAN","CANADA","2013",3,"cred"
"CHE","SWITZERLAND","2013",1,"cred"
"CHL","CHILE","2013",1,"cred"
"CHN","CHINA","2013",37,"cred"
"CIV","COTE D'IVOIRE","2013",NA,"cred"
"CMR","CAMEROON","2013",NA,"cred"
"COD","CONGO, THE DRC","2013",1,"cred"
"COG","CONGO","2013",NA,"cred"
"COK","COOK ISLANDS","2013",NA,"cred"
"COL","COLOMBIA","2013",1,"cred"
"COM","COMOROS","2013",1,"cred"
"CPV","CAPE VERDE","2013",NA,"cred"
"CRI","COSTA RICA","2013",NA,"cred"
"CUB","CUBA","2013",NA,"cred"
"CYM","CAYMAN ISLANDS","2013",NA,"cred"
"CYP","CYPRUS","2013",NA,"cred"
"CZE","CZECH REPUBLIC","2013",1,"cred"
"DEU","GERMANY","2013",1,"cred"
"DJI","DJIBOUTI","2013",NA,"cred"
"DMA","DOMINICA","2013",NA,"cred"
"DNK","DENMARK","2013",NA,"cred"
"DOM","DOMINICAN REPUBLIC","2013",NA,"cred"
"DZA","ALGERIA","2013",NA,"cred"
"ECU","ECUADOR","2013",5,"cred"
"EGY","EGYPT","2013",4,"cred"
"ERI","ERITREA","2013",NA,"cred"
"ESP","SPAIN","2013",2,"cred"
"EST","ESTONIA","2013",NA,"cred"
"ETH","Ethiopia","2013",1,"cred"
"FIN","FINLAND","2013",NA,"cred"
"FJI","FIJI","2013",NA,"cred"
"FRA","FRANCE","2013",1,"cred"
"FSM","MICRONESIA, FEDERATED STATES OF","2013",NA,"cred"
"GAB","GABON","2013",1,"cred"
"GBR","UNITED KINGDOM","2013",NA,"cred"
"GEO","GEORGIA","2013",2,"cred"
"GHA","GHANA","2013",3,"cred"
"GIN","GUINEA","2013",1,"cred"
"GLP","GUADELOUPE","2013",NA,"cred"
"GMB","GAMBIA","2013",1,"cred"
"GNB","GUINEA-BISSAU","2013",NA,"cred"
"GNQ","EQUATORIAL GUINEA","2013",NA,"cred"
"GRC","GREECE","2013",NA,"cred"
"GRD","GRENADA","2013",NA,"cred"
"GTM","GUATEMALA","2013",2,"cred"
"GUF","FRENCH GUIANA","2013",NA,"cred"
"GUM","GUAM","2013",NA,"cred"
"GUY","GUYANA","2013",NA,"cred"
"HKG","HONG KONG","2013",NA,"cred"
"HND","HONDURAS","2013",NA,"cred"
"HRV","CROATIA (local name: Hrvatska)","2013",NA,"cred"
"HTI","HAITI","2013",2,"cred"
"HUN","HUNGARY","2013",2,"cred"
"IDN","INDONESIA","2013",11,"cred"
"IND","INDIA","2013",16,"cred"
"IRL","IRELAND","2013",NA,"cred"
"IRN","IRAN (ISLAMIC REPUBLIC OF)","2013",5,"cred"
"IRQ","IRAQ","2013",NA,"cred"
"ISL","ICELAND","2013",NA,"cred"
"ISR","ISRAEL","2013",NA,"cred"
"ITA","ITALY","2013",1,"cred"
"JAM","JAMAICA","2013",NA,"cred"
"JOR","JORDAN","2013",1,"cred"
